subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2020,2,27,27,ARD-2020-Q027,"Education, Health and Human Development",Right to Education Act,esi-right-to-education-act-f785667a,,Q.27) RTE Act was enacted in year 2009 which came into effect from which of the following years?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2020,2,29,29,ARD-2020-Q029,"Population, Employment and Social Indicators",Poverty measurement and multidimensional poverty,esi-poverty-measurement-and-multidimensional-poverty-fccf8721,,Q.29) The committee was set up in the backdrop of national outrage over the Planning Commission’s suggested poverty line
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,1,1,ARDESI-2023-Q001,"Banking, Credit and Financial Inclusion",Cooperatives and cooperative banks,esi-cooperatives-and-cooperative-banks-64438c62,,Q.1) PACS has been mentioned in the above paragraph. What does the PACS stand for?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,2,2,ARDESI-2023-Q002,"Banking, Credit and Financial Inclusion",Cooperatives and cooperative banks,esi-cooperatives-and-cooperative-banks-64438c62,,Q.2) The center has announced a 47 -member committee under former union minister ___________ to prepare the national coo
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,3,3,ARDESI-2023-Q003,"Banking, Credit and Financial Inclusion",Cooperatives and cooperative banks,esi-cooperatives-and-cooperative-banks-64438c62,,"Q.3) In order to make PACS self-reliant and in tune with ‘Atmnirbhar Bharat Abhiyaan’ the government of India has, on 29"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,4,4,ARDESI-2023-Q004,"Banking, Credit and Financial Inclusion",Cooperatives and cooperative banks,esi-cooperatives-and-cooperative-banks-64438c62,,Q.4) Which of the following is the implementing agency for the centrally sponsored project for the computerization of pr
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,9,9,ARDESI-2023-Q009,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,Q.9) How many days of wage employment is provided under MGNREGS for Scheduled Tribe households living in forest areas?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,10,10,ARDESI-2023-Q010,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,"Q.10) Under the MGNREGS, additional 50 days of wage employment are provided over and above 100 days in the areas affecte"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,11,11,ARDESI-2023-Q011,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,"Q.11) Under the MGNREGS, if the demanded employment is not provided within 15 days, the applicant is entitled to an unem"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,12,12,ARDESI-2023-Q012,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,Q.12) Which among the following initiative are organised at every ward and Gram Panchayat level at least once a month fo
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,13,13,ARDESI-2023-Q013,"Education, Health and Human Development",Disease elimination missions,esi-disease-elimination-missions-95daea43,,Q.13) Identify the programme mentioned in the paragraph.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,14,14,ARDESI-2023-Q014,"Education, Health and Human Development",Disease elimination missions,esi-disease-elimination-missions-95daea43,,Q.14) Which of the following preventive measures have been taken as a part of the programme mentioned in the paragraph? 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,15,15,ARDESI-2023-Q015,"Education, Health and Human Development",Disease elimination missions,esi-disease-elimination-missions-95daea43,,Q.15) Which of the following statement(s) is correct with respect to the mission discussed in above paragraph? 1. People
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,16,16,ARDESI-2023-Q016,"Education, Health and Human Development",Disease elimination missions,esi-disease-elimination-missions-95daea43,,Q.16) The programme mentioned in the paragraph aims to eliminate Sickle Cell Anaemia by which year?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,17,17,ARDESI-2023-Q017,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,"Q.17) Union Finance Minister, Smt. Nirmala Sitharaman has announced in her budget speech about the allocation of an amou"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,26,26,ARDESI-2023-Q026,Welfare Schemes and Social Security,Artisan and traditional-trade schemes,esi-artisan-and-traditional-trade-schemes-7f089b75,,Q.26) Which of the following persons are eligible to get the benefits under PM Vishwakarma Scheme? 1. Ram who is a wood 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,27,27,ARDESI-2023-Q027,"Education, Health and Human Development",Scholarships and student support schemes,esi-scholarships-and-student-support-schemes-8b26012c,,"Q.27) Which of the following persons can apply under the “National Overseas Scheme for SCs”, a subscheme of umbrella sch"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,28,28,ARDESI-2023-Q028,Rural Development and Panchayati Raj,Rural land records and property rights,esi-rural-land-records-and-property-rights-3ca875b7,,Q.28) ______________ aims to provide the ‘Record of Rights’ to village household owners possessing houses in inhabited a
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2023,2,30,30,ARDESI-2023-Q030,Welfare Schemes and Social Security,Street vendor credit and livelihood schemes,esi-street-vendor-credit-and-livelihood-schemes-1f8c2168,,Q.30) Which scheme aims to provide financial support to street vendors to resume their livelihoods and help them become 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,31,1,ESI-2020-Q031,Welfare Schemes and Social Security,Street vendor credit and livelihood schemes,esi-street-vendor-credit-and-livelihood-schemes-1f8c2168,,Q.31) Which of the following is not true regarding PMSVANIDHI scheme?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,33,3,ESI-2020-Q033,"Education, Health and Human Development",Tribal residential education,esi-tribal-residential-education-f08200bf,,Q.33) Eklavya Model Residential Schools (EMRS) have been opened for which of the following communities in India?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,34,4,ESI-2020-Q034,"Indian Economy, Public Finance and Industry",Public debt and external liabilities,esi-public-debt-and-external-liabilities-c0e148a4,,"Q.34) According to RBI data, what is central governments external debt by march 2020?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,35,5,ESI-2020-Q035,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.35) Which of the following has been the eligible age group under PMSYM?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,36,6,ESI-2020-Q036,Welfare Schemes and Social Security,Women and child welfare schemes,esi-women-and-child-welfare-schemes-b322a19f,,Q.36) Which of the following amount has been given to Pregnant and Lactating mothers under the PMMVY?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,37,7,ESI-2020-Q037,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,Q.37) MGNREGA monitoring at village level is done by which of the following bodies?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,38,8,ESI-2020-Q038,Rural Development and Panchayati Raj,"DAY-NRLM, self-help groups and rural livelihoods",esi-day-nrlm-self-help-groups-and-rural-livelihoods-afd82160,,Q.38) The Mission aims at creating efficient and effective institutional platforms of the rural poor enabling them to in
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,39,9,ESI-2020-Q039,Agricultural Economy and Food Policy,Doubling farmers' income and its committees,esi-doubling-farmers-income-and-its-committees-2c3e3962,,Q.39) Which of the following committees has been setup by the government for Doubling farmers income?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,40,10,ESI-2020-Q040,Rural Development and Panchayati Raj,Swachh Bharat and sanitation missions,esi-swachh-bharat-and-sanitation-missions-9b655979,,"Q.40) Which scheme related to sanitation was launched on 2 nd October, 2014 as a tribute to Mahatma Gandhi with aim to m"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,41,11,ESI-2020-Q041,Agricultural Economy and Food Policy,Crop insurance schemes,esi-crop-insurance-schemes-96129bd7,,Q.41) Identify the scheme that has been launched by the Government to provide insurance to farmers in case of crop failu
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,42,12,ESI-2020-Q042,Rural Development and Panchayati Raj,Rurban clusters and rural cluster development,esi-rurban-clusters-and-rural-cluster-development-fb33f5cb,,Q.42) Which mission has been launched by the Government to create well planned Rurban clusters and to stimulate local ec
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,43,13,ESI-2020-Q043,Agricultural Economy and Food Policy,Livestock and dairy development programmes,esi-livestock-and-dairy-development-programmes-2c0b8e57,,Q.43) Which of the following is not a sub-mission of National Livestock Mission.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,44,14,ESI-2020-Q044,"Banking, Credit and Financial Inclusion",Lead Bank Scheme and district credit planning,esi-lead-bank-scheme-and-district-credit-planning-595fb697,,"Q.44) Under the Lead Bank Scheme, the District Coordination Committee must meet after ____X____ period of intervals."
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,45,15,ESI-2020-Q045,Agricultural Economy and Food Policy,Climate change initiatives in agriculture,esi-climate-change-initiatives-in-agriculture-3b7a236e,,Q. 45) Which of the following schemes are a part of the publication mentioned above in the passage? 1) International Sol
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,46,16,ESI-2020-Q046,"Indian Economy, Public Finance and Industry",Renewable energy targets and efficiency schemes,esi-renewable-energy-targets-and-efficiency-schemes-27352d93,,Q.46)India has a target of ___________GW of renewable energy by 2022.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,47,17,ESI-2020-Q047,"Indian Economy, Public Finance and Industry",Renewable energy targets and efficiency schemes,esi-renewable-energy-targets-and-efficiency-schemes-27352d93,,Q.47) Which of the schemes are related to LED Distribution scheme.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,48,18,ESI-2020-Q048,"Population, Employment and Social Indicators",Skill development and apprenticeship,esi-skill-development-and-apprenticeship-b69d40f8,,Q.48) Reimbursement % of training layout provided by government under PMKVY is__________.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,49,19,ESI-2020-Q049,"Population, Employment and Social Indicators",Skill development and apprenticeship,esi-skill-development-and-apprenticeship-b69d40f8,,Q.49) Three statements are given. Select the correct statement. 1) To increase the number of candidates 2) Get maximum s
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,50,20,ESI-2020-Q050,"Population, Employment and Social Indicators",Skill development and apprenticeship,esi-skill-development-and-apprenticeship-b69d40f8,,Q.50) Maximum financial support can be provided per month per trainee is________.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,51,21,ESI-2020-Q051,"Population, Employment and Social Indicators",Skill development and apprenticeship,esi-skill-development-and-apprenticeship-b69d40f8,,Q.51) PMKVY was launched under which of the following scheme?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,52,22,ESI-2020-Q052,"Banking, Credit and Financial Inclusion",Public sector bank reforms,esi-public-sector-bank-reforms-3d69d7d1,,Q.52) Identify the index which is mentioned above in the passage.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,53,23,ESI-2020-Q053,"Banking, Credit and Financial Inclusion",Public sector bank reforms,esi-public-sector-bank-reforms-3d69d7d1,,Q.53) Which of the following reforms related to PSBs were introduced in 2020 406 | P a g e 1) Dial-a-loan 2) Tech-enable
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,54,24,ESI-2020-Q054,"Banking, Credit and Financial Inclusion",Public sector bank reforms,esi-public-sector-bank-reforms-3d69d7d1,,Q.54) PSBs measures the performance on the basis of how many numbers of performance metrices.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,55,25,ESI-2020-Q055,Agricultural Economy and Food Policy,e-NAM and electronic agricultural markets,esi-e-nam-and-electronic-agricultural-markets-5a469ac2,,Q.55) Identify the portal?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,57,27,ESI-2020-Q057,Agricultural Economy and Food Policy,Agricultural revolutions,esi-agricultural-revolutions-f75a3ef4,,"Q.57) This revolution in India, from an agricultural perspective, is a concept that advocates for sustainable and contin"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ESI-2020,2,58,28,ESI-2020-Q058,"Indian Economy, Public Finance and Industry",National Infrastructure Pipeline and project dashboards,esi-national-infrastructure-pipeline-and-project-dashboards-79cb371c,,Q.58) Number of projects covered under Online dashboard.
