group,id,verdict,fact,source,note
FIN-A-C,FINA-164,confirmed,"s.17(5)(a) blocks motor vehicles for persons <=13 seats (with exceptions); goods carriages not blocked; s.17(5)(b) blocks outdoor catering, club membership",https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-165,confirmed,"s.49(5), s.49A, r.88A: IGST credit used fully first (IGST, then CGST/SGST in any order); CGST credit not usable for SGST; min cash 2.00 lakh, CGST 1.50 lakh c/f",https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-166,confirmed,"Rule 42: D1 = C2 x E/F; zero-rated excluded from E; 9,00,000 x 30/200 = 1,35,000",https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-167,confirmed,"s.16/17(5): MD sedan and non-mandatory outdoor catering blocked; eligible 19,00,000",https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-168,confirmed,"Rule 89(4): refund = zero-rated turnover x Net ITC (inputs+input services) / adjusted total turnover = 6,15,385",https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-169,confirmed,IGST Act s.16(3): LUT (refund of unutilised ITC) or payment of IGST; r.96 shipping bill deemed refund application; s.54(1) two years from relevant date; LUT needs no bank guarantee,https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-170,confirmed,"s.52: TCS 0.5% x (12,00,000-1,20,000) = 5,400; supplier claims credit in electronic cash ledger (s.52(7)) after operator's GSTR-8 and acceptance",https://cbic-gst.gov.in/gst-acts.html,
FIN-B,FINB-001,confirmed,"ICDR Reg 6(1): NTA >=Rs3 cr each of 3 yrs (<=50% monetary), avg op. profit >=Rs15 cr with profit each yr, net worth >=Rs1 cr each yr",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-002,confirmed,ICDR Reg 6(1) limbs must be met each year; failing issuer uses Reg 6(2) with >=75% of net offer to QIBs,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-003,confirmed,ICDR Reg 14/16: MPC 20% of post-issue capital; lock-in 18 months (3 yrs if capex objects); excess promoter holding 6 months,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-004,confirmed,ICDR Reg 7(2)/(3): GCP + unidentified acquisitions <=35% of gross proceeds; unidentified acquisitions <=25%,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-005,confirmed,ICDR Reg 29 (2022): cap <=120% of floor and cap >=105% of floor,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-006,confirmed,"SEBI circular 9 Aug 2023: listing on T+3 working days, mandatory for issues opening on/after 1 Dec 2023",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,
FIN-B,FINB-008,confirmed,ICDR: only RIIs/eligible employees may bid at cut-off; QIB/NII cannot withdraw or lower bids; anchor bidding one working day before issue opens,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-009,confirmed,ICDR Reg 2(1)(vv): RII bids <= Rs2 lakh,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-010,confirmed,RII cut-off bid valued at cap: 200000/(29x505)=13.66 -> 13 lots = 377 shares,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-011,confirmed,"ICDR Reg 32(1): retail >=35% for Reg 6(1) issue; oversubscribed retail allotted minimum lot by lottery: 42,00,000/50=84,000",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-012,confirmed,ICDR Reg 57: GSO over-allotment <=15% of issue; shares borrowed from promoters/pre-issue shareholders; stabilisation <=30 days from commencement of trading,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-013,confirmed,GSO: company issues over-allotment shortfall not bought back (30 lakh - 18 lakh = 12 lakh),https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,"Arithmetic and rule correct; ref cites 'Schedule XIII' (book-building schedule) - GSO mechanics sit in Reg 57 of ICDR 2018; could not confirm the schedule number, suggest citing Reg 57."
FIN-B,FINB-014,confirmed,ICDR GSO: residual in GSO bank account after stabilisation transferred to Investor Protection Fund of the stock exchange; 75.00-42.84-30.00=Rs2.16 cr,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,Suggest ref 'ICDR Reg 57' rather than Schedule XIII (not verified).
FIN-B,FINB-017,confirmed,"Companies (Prospectus and Allotment of Securities) Rules 2014, Rule 13: underwriting commission on shares <=5% of issue price or AoA rate, whichever less",https://www.indiacode.nic.in/,
FIN-B,FINB-018,confirmed,"SEBI NCS amendment/circular July 2024: face value of privately placed NCDs/NCRPS may be Rs10,000 (plain-vanilla interest/dividend bearing, merchant banker appointed)",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,
FIN-B,FINB-020,confirmed,"Private placement NCD face value: Rs10 lakh -> Rs1 lakh (Oct 2022) -> Rs10,000 (July 2024)",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,
FIN-B,FINB-021,confirmed,REIT Reg 18(4): >=80% of value in completed and rent/income-generating properties,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-022,confirmed,REIT Reg 18(16): >=90% of NDCF distributed; 0.9x540/30=Rs16.20,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-023,confirmed,InvIT Regs: trustee = SEBI-registered debenture trustee not associate of sponsor/manager; IM investment decisions; PM O&M; sponsor min holding + lock-in,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-024,confirmed,REIT Reg 20: consolidated borrowings net of cash <=49% of asset value; >25% needs credit rating + unitholder approval (no change in 2026 relaxations),https://vinodkothari.com/2026/02/invits-and-reits-regulatory-actions-for-more-enabling-environment/,
FIN-B,FINB-025,confirmed,"ICDR Ch X-A: ZCZP issued by NPO registered on SSE; no coupon, no principal repayment",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-027,confirmed,"ICDR Reg 292E: social enterprise must meet 67% on revenue OR expenditure OR beneficiaries (3-yr average); expenditure 72.3%, others <67%",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-030,confirmed,SEBI (Issue and Listing of Municipal Debt Securities) Regs 2015: no negative net worth in any of 3 preceding FYs; no default in last 365 days; min tenor 3 years,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-031,confirmed,SCRA s.18A: derivatives legal and valid if traded on recognised stock exchange and settled on its clearing house/recognised clearing corporation,https://www.indiacode.nic.in/,
FIN-B,FINB-033,confirmed,SCRA: s.2(h) securities; ss.3-4 recognition; s.21A delisting; s.22 appeal to SAT against refusal to list,https://www.indiacode.nic.in/,
FIN-B,FINB-034,confirmed,SEBI Act s.4(1): Chairman + 2 Finance/company-law ministry officials + 1 RBI + 5 others (>=3 whole-time),https://www.indiacode.nic.in/,
FIN-B,FINB-035,confirmed,"SEBI Act s.15G: >=Rs10 lakh up to Rs25 cr or 3x profit, whichever higher -> Rs36 cr",https://www.indiacode.nic.in/,
FIN-B,FINB-036,confirmed,SEBI Act s.15T(3) 45 days to SAT; s.15Z 60 days to SC on question of law; s.15T(2) no appeal against consent order,https://www.indiacode.nic.in/,
FIN-B,FINB-037,confirmed,"IA Regs Reg 22 (2020, retained after Dec 2024 amendment): individual IA cannot provide distribution services; non-individual IA client-level segregation",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,R largely restates A; acceptable but weak A-R construction.
FIN-B,FINB-038,confirmed,"SEBI IA guidelines (Jan 2025): individual/HUF fee cap Rs1,51,000 p.a. per family (fixed) or 2.5% of AUA p.a. per family",https://sarthaklaw.com/sebi-update-guidelines-for-investment-advisers/,
FIN-B,FINB-039,confirmed,SEBI (RA) Regs 2014 (as amended Dec 2024): RA and associates cannot deal 30 days before and 5 days after publication; 16 Mar 2026 -> 14 Feb to 21 Mar 2026,https://taxguru.in/sebi/comprehensive-analysis-sebi-s-faqs-research-analysts.html,
FIN-B,FINB-040,confirmed,"ICDR: QIB <=50%, anchor up to 60% of QIB portion, 5% of net QIB reserved for MFs -> 28,50,000 (Nov 2025 anchor amendment changed anchor-internal reservation only)",https://taxguru.in/sebi/sebi-issue-capital-disclosure-requirements-third-amendment-regulations-2025.html,
FIN-B,FINB-041,confirmed,"ICDR: if issue price > anchor price anchors pay difference; no refund if lower; 2x45,00,000=Rs90 lakh",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,"Distractor C refers to 'one-third reserved for mutual funds'; since the Nov 2025 ICDR amendment the anchor reservation is 40% (one-third MFs + balance insurers/pension funds) - distractor still wrong, no change needed."
FIN-B,FINB-042,confirmed,"ICDR Reg 32(3A): NII >=15%; one-third for Rs2-10 lakh bids -> 7,50,000",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-043,confirmed,"ICDR (2022): anchor lock-in 50% for 30 days, 50% for 90 days from allotment",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=3&smid=0,
FIN-B,FINB-065,confirmed,"Basel II para 644: operational risk includes legal risk, excludes strategic and reputational risk",https://www.bis.org/publ/bcbs128.pdf,
FIN-B,FINB-073,confirmed,"SEBI riskometer (Oct 2020): 6 levels, highest 'Very High'",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,
FIN-B,FINB-074,confirmed,"SEBI PRC matrix (June 2021): Class B CRV>=10 (<12), Class II Macaulay duration <=3 yrs -> B-II",https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=1&ssid=7&smid=0,
FIN-B,FINB-091,confirmed,Basel II BIA para 649: 15% x average of positive annual gross income over 3 yrs -> 0.15x390=58.5,https://www.bis.org/publ/bcbs128.pdf,Note: Indian banks moved to the Basel III Standardised Measurement Approach from April 2023; question framed on Basel II so fine.
FIN-B,FINB-096,confirmed,"NDS-OM: RBI-owned anonymous order-matching platform for secondary G-sec trading, operated by CCIL, CCIL settlement",https://www.rbi.org.in/,
FIN-B,FINB-097,confirmed,RBI non-competitive bidding scheme: up to 5% of notified amount; max bid Rs2 cr; pro-rata if oversubscribed -> 1.60 cr,https://www.rbi.org.in/,
FIN-B,FINB-099,confirmed,CROMS = CCIL anonymous market-repo platform in G-secs; TREPS replaced CBLO (Nov 2018); tri-party agent is not lender,https://www.ccilindia.com/,
FIN-B,FINB-102,confirmed,RBI LAF (Apr 2022): SDF (s.17(2A)) uncollateralised floor at repo-25 bps; MSF = repo+25 bps,https://www.rbi.org.in/,
FIN-B,FINB-104,confirmed,RBI Act s.22: sole right to issue bank notes,https://www.indiacode.nic.in/,
FIN-B,FINB-105,confirmed,"RBI Act s.33(2): minimum reserve Rs200 cr of gold+foreign securities, gold >=Rs115 cr; Rs1 note issued by GoI (Finance Secretary); coins by GoI under Coinage Act 2011",https://www.indiacode.nic.in/,
FIN-B,FINB-106,confirmed,RBI Act: s.7 govt directions; s.17 business; s.42 CRR; s.45ZB MPC,https://www.indiacode.nic.in/,
FIN-B,FINB-107,confirmed,RBI Retail Direct (Nov 2021): Retail Direct Gilt account with RBI,https://rbiretaildirect.org.in/,
FIN-B,FINB-108,confirmed,Retail Direct: non-competitive bidding in primary; secondary via NDS-OM; resident individuals and eligible NRIs,https://rbiretaildirect.org.in/,
FIN-B,FINB-109,confirmed,"RTGS RBI min Rs2 lakh; NEFT RBI no min/max; IMPS NPCI Rs5 lakh; UPI Lite per txn Rs1,000 (Dec 2024)",https://www.rbi.org.in/,
FIN-B,FINB-110,confirmed,"RTGS/NEFT operated by RBI; NPCI not-for-profit, authorised under PSS Act; NEFT is deferred net settlement in half-hourly batches",https://www.rbi.org.in/,
FIN-B,FINB-111,confirmed,"RBI Payments Vision 2025 (June 2022): 'E-Payments for Everyone, Everywhere, Everytime'",https://www.rbi.org.in/,
FIN-B,FINB-112,confirmed,Payments Vision 2025 anchor goals 5 Is; Vision 2019-21 4 Cs; issued by RBI,https://www.rbi.org.in/,
FIN-B,FINB-113,confirmed,ULI developed by RBIH; piloted Aug 2023 as PTPFC; not a lender,https://www.rbi.org.in/,
FIN-B,FINB-114,confirmed,ULI: consent-based API access to data incl. state land records -> faster credit appraisal,https://www.rbi.org.in/,
FIN-B,FINB-115,confirmed,"Payments banks: EOD balance cap Rs2 lakh per individual (since Apr 2021, unchanged); debit cards, no credit cards, no lending",https://www.business-standard.com/amp/article/finance/payments-banks-can-now-hold-max-balance-of-rs-2-lakh-per-customer-121040801491_1.html,
FIN-B,FINB-116,confirmed,Payments bank licensing guidelines: >=75% of demand deposits in SLR G-secs/T-bills up to 1 yr; <=25% in deposits with SCBs,https://www.rbi.org.in/,
FIN-B,FINB-117,confirmed,RBI (PSL - Targets and Classification) Directions 2025: SMF 10% of ANBC/CEOBE,https://taxguru.in/rbi/rbi-priority-sector-lending-targets-classification-directions-2025.html,Ref could be updated to the 2025 Directions (effective 1 Apr 2025); figures unchanged.
FIN-B,FINB-118,confirmed,"PSL 40% overall, 18% agriculture; PSLC-Agriculture counts for agri sub-target and overall",https://taxguru.in/rbi/rbi-priority-sector-lending-targets-classification-directions-2025.html,
FIN-B,FINB-119,confirmed,RBI KFS circular 15 Apr 2024: KFS for all retail and MSME term loans by all REs from 1 Oct 2024,https://www.rbi.org.in/,
FIN-B,FINB-120,confirmed,"KFS APR includes processing fee and third-party charges; EMI 18,051.66, net 1,94,200 -> monthly IRR 1.7222% -> APR 20.67% (recomputed)",https://www.rbi.org.in/,
FIN-B,FINB-121,confirmed,NBFC-IFC: >=75% of total assets in infrastructure loans; NOF Rs300 cr; CRAR 15%,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-122,confirmed,"NBFC-P2P Directions: lender->single borrower Rs50,000 across platforms; borrower aggregate Rs10 lakh; lender aggregate Rs50 lakh -> binding Rs20,000",https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-123,confirmed,"SBR: all deposit-taking NBFCs >= ML; non-deposit <Rs1,000 cr BL; P2P and AA in BL",https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-124,confirmed,SBR: top 10 by assets always UL; listing within 3 yrs; UL norms for >=5 yrs after last meeting criteria; CET1 9%,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-126,confirmed,RBI July 2022 INR trade settlement: SRVA with Indian AD banks; surplus in G-secs/T-bills; settlement in INR,https://www.rbi.org.in/,
FIN-B,FINB-127,confirmed,FEMA deposits: NRE freely repatriable; NRO up to USD 1 mn per FY; FCNR(B) in foreign currency,https://www.rbi.org.in/,
FIN-B,FINB-129,confirmed,Chit funds - State Govts (Chit Funds Act 1982); Nidhi - MCA (s.406); ULIPs - IRDAI; commodity derivatives - SEBI,https://www.indiacode.nic.in/,
FIN-B,FINB-130,confirmed,HFCs regulated by RBI since Aug 2019 (NHB supervises); APY - PFRDA; OTC IRD - RBI,https://www.indiacode.nic.in/,
FIN-B,FINB-131,confirmed,FATF standards = 40 Recommendations,https://www.fatf-gafi.org/,
FIN-B,FINB-132,confirmed,IOSCO Madrid; BIS Basel (hosts BCBS); FATF Paris; FSB Basel (G20),https://www.fsb.org/,
FIN-B,FINB-136,confirmed,SDF uncollateralised; MSF discretionary using SLR dip; TREPS is CCP-cleared tri-party (not bilateral OTC),https://www.rbi.org.in/,
FIN-B,FINB-137,confirmed,"SBR: non-deposit NBFC >=Rs1,000 cr in Middle Layer unless identified as UL",https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-138,confirmed,NBFC-IFC 75% of total assets: 0.75x1850-1295=92.5,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx,
FIN-B,FINB-139,confirmed,"RBI penal charges circular (Aug 2023, eff. 1 Jan 2024): penal charges, not penal interest, no capitalisation; 48,000x2%x20/30=640",https://www.rbi.org.in/,
FIN-B,FINB-140,confirmed,"RBI release of property documents (Sep 2023): within 30 days of repayment; Rs5,000 per day of delay; 16 days -> Rs80,000",https://www.rbi.org.in/,
FIN-B,FINB-142,confirmed,RBI Act s.45ZA target by GoI in consultation with RBI every 5 yrs (4% +/-2% re-notified for 2026-31); failure = 3 consecutive quarters outside band; s.45ZN report; s.45ZL majority vote,http://www.uniindia.com/news/india/government-sets-4-inflation-target-for-2026-2031-period/3787209.html,
FIN-B,FINB-149,confirmed,WPI 2011-12: Manufactured products ~64.23% weight,https://eaindustry.nic.in/,
FIN-B,FINB-151,confirmed,NHAI HAM: 40% of bid project cost paid during construction,https://morth.nic.in/,
FIN-B,FINB-152,confirmed,VGF scheme: up to 20% of TPC by GoI + up to 20% by sponsoring authority -> equity 30% of 900 = 270,https://www.pppinindia.gov.in/,
FIN-B,FINB-155,confirmed,ITA 1961 s.143(2) proviso: notice within 3 months from end of FY in which return furnished -> 30 June 2026,https://incometaxindia.gov.in/pages/acts/income-tax-act.aspx,
FIN-B,FINB-156,confirmed,ITA 1961 s.154(7): 4 yrs from end of FY of order -> 31 Mar 2028; s.154(8): 6 months from end of month of receipt -> 28 Feb 2027,https://incometaxindia.gov.in/pages/acts/income-tax-act.aspx,"Income-tax Act 2025 is in force from 1 Apr 2026; a rectification application received Aug 2026 on a 1961-Act order is governed by the savings clause, so answer stands; consider adding 'read with the savings provision of the Income-tax Act, 2025'."
FIN-B,FINB-157,confirmed,"ITA 1961 s.272B: Rs10,000 for failure to comply with s.139A",https://incometaxindia.gov.in/pages/acts/income-tax-act.aspx,
FIN-B,FINB-158,confirmed,"ITA 1961 s.270A(8)/(9): misreporting (fabricated evidence) penalty 200% of tax on under-reported income -> 2x2,49,600=4,99,200",https://incometaxindia.gov.in/pages/acts/income-tax-act.aspx,
FIN-B,FINB-161,confirmed,HAM: developer funds 60% of BPC; 25% equity -> 0.6x2400x0.25=360,https://morth.nic.in/,
FIN-B,FINB-162,confirmed,VGF: 20% GoI + 20% sponsoring authority -> 960,https://www.pppinindia.gov.in/,
